Feature,category,Method
194696,lettuce,VIP+FoldChange
1947,grain_fermented,VIP+FoldChange
194702,"onion, hing powder, chive stem, chive blossom",VIP+FoldChange
194713,potato,VIP+FoldChange
194718,"onion, hing powder",VIP+FoldChange
194719,potato,VIP+FoldChange
194729,ground cherry,VIP+FoldChange
194744,banana,VIP+FoldChange
194760,betel nut,VIP+FoldChange
194762,sugarcane,VIP+FoldChange
194794,"onion, hing powder",VIP+FoldChange
194804,kohlrabi,VIP+FoldChange
194816,"apple, squash, ground cherry",VIP+FoldChange
194830,cloves,VIP+FoldChange
194843,"persimmon, dill flower, dill",VIP+FoldChange
194851,egg_chicken,VIP+FoldChange
194862,spice,VIP+FoldChange
194874,"mango, persimmon",VIP+FoldChange
194877,"onion, chive stem, chive blossom",VIP+FoldChange
194891,"chive stem, chive blossom",VIP+FoldChange
194912,"celery, nasturtium, mushroom plant",VIP+FoldChange
19492,cocoa seed,VIP+FoldChange
194945,ground cherry,VIP+FoldChange
194979,ground cherry,VIP+FoldChange
194986,cilantro,VIP+FoldChange
194995,onion,VIP+FoldChange
195007,"betel nut leaf, canola",VIP+FoldChange
195022,cilantro,VIP+FoldChange
195023,tarragon,VIP+FoldChange
195054,trout,VIP+FoldChange
195060,betel nut leaf,VIP+FoldChange
195070,"apple, ground cherry",VIP+FoldChange
195082,kohlrabi,VIP+FoldChange
195086,wheat,VIP+FoldChange
195098,trout,VIP+FoldChange
195109,mint,VIP+FoldChange
195111,"nasturtium, fennel, mushroom plant",VIP+FoldChange
195132,"cranberry, persimmon",VIP+FoldChange
195145,sugarcane,VIP+FoldChange
195146,"garlic, chive stem, chive blossom",VIP+FoldChange
195171,sugarcane,VIP+FoldChange
195190,"borage flower, guava, cannabis leaf",VIP+FoldChange
195195,"turmeric, sumac",VIP+FoldChange
195196,"raspberry, chia",VIP+FoldChange
195208,pear,VIP+FoldChange
195232,"hing powder, chive stem",VIP+FoldChange
195233,chive stem,VIP+FoldChange
195238,betel nut leaf,VIP+FoldChange
195276,"garlic, garlic powder",VIP+FoldChange
195289,"nasturtium, fennel, mushroom plant, potato leaf",VIP+FoldChange
195292,carrot,VIP+FoldChange
195294,spinach,VIP+FoldChange
195297,"cucumber, squash",VIP+FoldChange
195300,"onion, hing powder",VIP+FoldChange
195302,sesame seed,VIP+FoldChange
195307,"cucumber, sesame, borage flower",VIP+FoldChange
195311,potato,VIP+FoldChange
195325,grapefruit,VIP+FoldChange
195332,chia,VIP+FoldChange
195333,"garlic, garlic powder",VIP+FoldChange
195335,"garlic, garlic powder",VIP+FoldChange
195342,"poppy seed, brussel sprout",VIP+FoldChange
195355,"cucumber, squash",VIP+FoldChange
195392,"onion, hing powder, chive stem, chive blossom",VIP+FoldChange
195397,"sugarcane, sesame seed",VIP+FoldChange
195418,ground cherry,VIP+FoldChange
195432,banana,VIP+FoldChange
195438,"basil, borage leaf, nasturtium, fennel, mushroom plant, potato leaf",VIP+FoldChange
195447,spinach,VIP+FoldChange
195467,"sugarcane, persimmon",VIP+FoldChange
195486,"borage flower, guava, cannabis leaf, marigold",VIP+FoldChange
195491,"chive stem, chive blossom",VIP+FoldChange
195504,legume,VIP+FoldChange
195526,betel nut,VIP+FoldChange
195530,"onion, chive blossom",VIP+FoldChange
195544,"turmeric, parsley, tarragon",VIP+FoldChange
195580,"rosemary, hing powder",VIP+FoldChange
195583,"basil, nasturtium, fennel, mushroom plant, potato leaf",VIP+FoldChange
195596,"basil, nasturtium, fennel, mushroom plant, potato leaf",VIP+FoldChange
195606,ginger,VIP+FoldChange
195618,onion,VIP+FoldChange
19563,"garlic, garlic powder",VIP+FoldChange
195651,spice,VIP+FoldChange
195652,sugarcane,VIP+FoldChange
195683,spice,VIP+FoldChange
195722,sugarcane,VIP+FoldChange
195724,"rosemary, canola",VIP+FoldChange
195744,"strawberry, grape_fermented, grape",VIP+FoldChange
195745,egg_chicken,VIP+FoldChange
195780,"wheat, sesame seed",VIP+FoldChange
195787,"broccoli, brussel sprout",VIP+FoldChange
195789,brussel sprout,VIP+FoldChange
195791,"trout, cannabis leaf",VIP+FoldChange
195806,sugarcane,VIP+FoldChange
195808,grape,VIP+FoldChange
195822,"betel nut leaf, curry plant",VIP+FoldChange
195825,betel nut leaf,VIP+FoldChange
195827,betel nut leaf,VIP+FoldChange
19585,"strawberry, mango",VIP+FoldChange
195852,"onion, chive stem, chive blossom",VIP+FoldChange
195855,hing powder,VIP+FoldChange
195860,"sage, rosemary",VIP+FoldChange
195874,tarragon,VIP+FoldChange
195891,betel nut leaf,VIP+FoldChange
195913,grain_fermented,VIP+FoldChange
195914,grain_fermented,VIP+FoldChange
195920,pear,VIP+FoldChange
195922,pear,VIP+FoldChange
195923,yogurt_cow,VIP+FoldChange
195926,"sage, rosemary",VIP+FoldChange
195952,chicken,VIP+FoldChange
195953,chicken,VIP+FoldChange
195957,poppy seed,VIP+FoldChange
195975,tarragon,VIP+FoldChange
195980,"beet, chard, spinach",VIP+FoldChange
196000,"sage, rosemary",VIP+FoldChange
196013,"sugarcane, sesame seed",VIP+FoldChange
196023,persimmon,VIP+FoldChange
196027,"beet, chard, spinach",VIP+FoldChange
196028,chard,VIP+FoldChange
196036,"cardamom, curry plant",VIP+FoldChange
196038,curry plant,VIP+FoldChange
196056,betel nut leaf,VIP+FoldChange
196073,"onion, chive blossom",VIP+FoldChange
196083,"sage, rosemary",VIP+FoldChange
19609,langostino,VIP+FoldChange
196097,"parsley, tarragon",VIP+FoldChange
196142,sage,VIP+FoldChange
196143,sage,VIP+FoldChange
196145,marjoram,VIP+FoldChange
196147,"sage, rosemary",VIP+FoldChange
196176,"beet, chard",VIP+FoldChange
196185,chive blossom,VIP+FoldChange
196195,"sugarcane, persimmon",VIP+FoldChange
196199,"wheat, sesame seed",VIP+FoldChange
196212,"onion, chive blossom",VIP+FoldChange
196239,ground cherry,VIP+FoldChange
196262,"chive stem, chive blossom",VIP+FoldChange
196308,ginger,VIP+FoldChange
196321,spice,VIP+FoldChange
196323,spice,VIP+FoldChange
196328,lime,VIP+FoldChange
19633,blueberry,VIP+FoldChange
196359,"sage, rosemary",VIP+FoldChange
196365,"milk_goat, sumac",VIP+FoldChange
196368,"dill flower, dill",VIP+FoldChange
196378,"betel nut leaf, cloves",VIP+FoldChange
1964,potato leaf,VIP+FoldChange
196400,"sesame, cloves",VIP+FoldChange
196414,trout,VIP+FoldChange
196433,parsley,VIP+FoldChange
196448,rosemary,VIP+FoldChange
196455,spinach,VIP+FoldChange
196473,"betel nut leaf, cloves",VIP+FoldChange
196476,"chive stem, chive blossom",VIP+FoldChange
196514,persimmon,VIP+FoldChange
196536,"egg_chicken, milk_goat",VIP+FoldChange
196537,cardamom,VIP+FoldChange
196540,cloves,VIP+FoldChange
196562,spice,VIP+FoldChange
196563,spice,VIP+FoldChange
196572,turmeric,VIP+FoldChange
196573,lime,VIP+FoldChange
196577,cranberry,VIP+FoldChange
196593,avocado,VIP+FoldChange
196611,yogurt_cow,VIP+FoldChange
196625,"garlic, hing powder, garlic powder",VIP+FoldChange
196627,sage,VIP+FoldChange
196629,"onion, hing powder",VIP+FoldChange
196646,banana,VIP+FoldChange
196649,avocado,VIP+FoldChange
196658,rosemary,VIP+FoldChange
196665,"garlic, chive stem, chive blossom",VIP+FoldChange
196668,oregano,VIP+FoldChange
196678,chive blossom,VIP+FoldChange
196691,yogurt_cow,VIP+FoldChange
196693,rosemary,VIP+FoldChange
196694,kohlrabi,VIP+FoldChange
1967,pepper,VIP+FoldChange
19670,hing powder,VIP+FoldChange
196705,"mango, cherry",VIP+FoldChange
196729,basil,VIP+FoldChange
196744,"onion, hing powder, chive blossom",VIP+FoldChange
196750,cucumber,VIP+FoldChange
19676,guava,VIP+FoldChange
19677,guava,VIP+FoldChange
19678,guava,VIP+FoldChange
196786,rosemary,VIP+FoldChange
196788,betel nut leaf,VIP+FoldChange
19680,guava,VIP+FoldChange
196826,betel nut,VIP+FoldChange
196828,rosemary,VIP+FoldChange
196829,"sage, rosemary",VIP+FoldChange
196848,pomelo,VIP+FoldChange
196851,"onion, chive stem, chive blossom",VIP+FoldChange
196856,"rosemary, basil",VIP+FoldChange
196860,cloves,VIP+FoldChange
196861,cloves,VIP+FoldChange
196863,"onion, chive blossom",VIP+FoldChange
196868,"borage leaf, dill",VIP+FoldChange
196881,salmon,VIP+FoldChange
196885,dill,VIP+FoldChange
196891,lime,VIP+FoldChange
196894,lime,VIP+FoldChange
196895,lime,VIP+FoldChange
196897,carrot,VIP+FoldChange
1969,shrimp,VIP+FoldChange
196909,"garlic, hing powder, chive blossom",VIP+FoldChange
19693,banana,VIP+FoldChange
196931,"betel nut leaf, cloves",VIP+FoldChange
196935,"sage, rosemary",VIP+FoldChange
196943,rosemary,VIP+FoldChange
196950,betel nut leaf,VIP+FoldChange
196957,anise,VIP+FoldChange
196976,cloves,VIP+FoldChange
196993,rosemary,VIP+FoldChange
196994,sage,VIP+FoldChange
197014,yogurt_cow,VIP+FoldChange
197015,parsley,VIP+FoldChange
197043,cloves,VIP+FoldChange
197050,"sage, rosemary",VIP+FoldChange
197053,parsley,VIP+FoldChange
197056,trout,VIP+FoldChange
19706,chicken,VIP+FoldChange
197081,"sage, cannabis leaf",VIP+FoldChange
197083,banana,VIP+FoldChange
197084,"onion, hing powder, chive stem, chive blossom",VIP+FoldChange
197093,"ginger, cloves",VIP+FoldChange
197095,ground cherry,VIP+FoldChange
197096,spice,VIP+FoldChange
197100,egg_chicken,VIP+FoldChange
197105,chive blossom,VIP+FoldChange
197123,"sage, rosemary",VIP+FoldChange
197128,carrot,VIP+FoldChange
197138,salmon,VIP+FoldChange
197146,"onion, hing powder, chive blossom",VIP+FoldChange
197150,parsley,VIP+FoldChange
197151,carrot,VIP+FoldChange
197153,carrot,VIP+FoldChange
197156,carrot,VIP+FoldChange
197157,carrot,VIP+FoldChange
197170,sesame,VIP+FoldChange
197171,"sesame, veal",VIP+FoldChange
197172,sesame,VIP+FoldChange
197184,carrot,VIP+FoldChange
197187,oregano,VIP+FoldChange
197190,"basil, cloves",VIP+FoldChange
197200,trout,VIP+FoldChange
197206,carrot,VIP+FoldChange
197208,potato leaf,VIP+FoldChange
197244,rosemary,VIP+FoldChange
197246,garlic,VIP+FoldChange
197253,rice,VIP+FoldChange
197260,"garlic, chive stem, chive blossom",VIP+FoldChange
197261,canola,VIP+FoldChange
197267,carrot,VIP+FoldChange
197273,avocado,VIP+FoldChange
197288,tarragon,VIP+FoldChange
197297,parsley,VIP+FoldChange
197311,poppy seed,VIP+FoldChange
197317,"chive stem, chive blossom",VIP+FoldChange
19732,"strawberry, mango",VIP+FoldChange
197346,lavender,VIP+FoldChange
197354,"sage, rosemary",VIP+FoldChange
197362,sugarcane,VIP+FoldChange
197373,rosemary,VIP+FoldChange
197385,potato,VIP+FoldChange
197395,rosemary,VIP+FoldChange
197435,mandarin,VIP+FoldChange
197441,"chive stem, chive blossom",VIP+FoldChange
197442,"sage, rosemary",VIP+FoldChange
197447,betel nut leaf,VIP+FoldChange
197452,trout,VIP+FoldChange
197453,ginger,VIP+FoldChange
197454,ginger,VIP+FoldChange
197455,ginger,VIP+FoldChange
197473,"cardamom, Spenach",VIP+FoldChange
197486,"ginger, lavender",VIP+FoldChange
197521,carrot,VIP+FoldChange
197525,trout,VIP+FoldChange
197529,"garlic, garlic powder",VIP+FoldChange
197531,"garlic, garlic powder",VIP+FoldChange
197550,sage,VIP+FoldChange
197557,betel nut leaf,VIP+FoldChange
19756,hing powder,VIP+FoldChange
197562,spice,VIP+FoldChange
19757,hing powder,VIP+FoldChange
197586,sage,VIP+FoldChange
197616,spice,VIP+FoldChange
197651,"mint, thyme",VIP+FoldChange
197659,spinach,VIP+FoldChange
197703,cardamom,VIP+FoldChange
197706,avocado,VIP+FoldChange
197713,carrot,VIP+FoldChange
197722,"onion, hing powder, chive blossom",VIP+FoldChange
197745,cucumber,VIP+FoldChange
197747,tarragon,VIP+FoldChange
197748,tarragon,VIP+FoldChange
197749,tarragon,VIP+FoldChange
197750,tarragon,VIP+FoldChange
197753,"hing powder, chive blossom",VIP+FoldChange
197757,ginger,VIP+FoldChange
197758,chive blossom,VIP+FoldChange
197769,egg_chicken,VIP+FoldChange
197782,"sage, rosemary",VIP+FoldChange
197783,rosemary,VIP+FoldChange
197791,fennel,VIP+FoldChange
197792,"turmeric, sumac",VIP+FoldChange
197793,grapefruit,VIP+FoldChange
197805,cherry,VIP+FoldChange
197820,"cherry, kale",VIP+FoldChange
197849,"rosemary, basil",VIP+FoldChange
197854,"onion, chive stem, chive blossom",VIP+FoldChange
197866,spice,VIP+FoldChange
197875,curry plant,VIP+FoldChange
197882,"brussel sprout, curry plant",VIP+FoldChange
197897,basil,VIP+FoldChange
197919,sage,VIP+FoldChange
197941,basil,VIP+FoldChange
197942,soda,VIP+FoldChange
197944,yogurt_cow,VIP+FoldChange
197948,grapefruit,VIP+FoldChange
197974,trout,VIP+FoldChange
197977,banana,VIP+FoldChange
197997,"onion, chive blossom",VIP+FoldChange
198002,cannabis leaf,VIP+FoldChange
198003,"brussel sprout, kale",VIP+FoldChange
198029,"onion, hing powder",VIP+FoldChange
198034,carrot,VIP+FoldChange
198066,cannabis leaf,VIP+FoldChange
198069,infusion,VIP+FoldChange
198074,"mint, thyme",VIP+FoldChange
19809,"strawberry, ground cherry, guava",VIP+FoldChange
198091,celery,VIP+FoldChange
198099,betel nut,VIP+FoldChange
198100,"pomelo, veal",VIP+FoldChange
198101,carrot,VIP+FoldChange
198109,betel nut,VIP+FoldChange
19813,cilantro,VIP+FoldChange
198135,"onion, hing powder, chive stem, chive blossom",VIP+FoldChange
198138,"rosemary, basil",VIP+FoldChange
198146,betel nut leaf,VIP+FoldChange
198157,chard,VIP+FoldChange
198163,anise,VIP+FoldChange
198169,"basil, cloves",VIP+FoldChange
1982,avocado,VIP+FoldChange
198214,chive blossom,VIP+FoldChange
198215,"garlic, chive blossom",VIP+FoldChange
198232,"onion, chive blossom",VIP+FoldChange
198239,"hing powder, chive stem, chive blossom",VIP+FoldChange
198245,chive blossom,VIP+FoldChange
198282,"sage, rosemary",VIP+FoldChange
198292,"onion, chive blossom",VIP+FoldChange
19830,mushroom,VIP+FoldChange
198302,onion,VIP+FoldChange
198324,sage,VIP+FoldChange
198327,ginger,VIP+FoldChange
198335,tarragon,VIP+FoldChange
198336,rosemary,VIP+FoldChange
198345,rosemary,VIP+FoldChange
198346,"chard, spinach, thyme, fennel",VIP+FoldChange
198371,apricot,VIP+FoldChange
198376,hing powder,VIP+FoldChange
198380,chard,VIP+FoldChange
198390,grape,VIP+FoldChange
198395,spice,VIP+FoldChange
198397,spice,VIP+FoldChange
198401,spice,VIP+FoldChange
198402,spice,VIP+FoldChange
198409,"celery, parsley",VIP+FoldChange
198443,avocado,VIP+FoldChange
198454,grapefruit,VIP+FoldChange
198467,carrot,VIP+FoldChange
198470,grapefruit,VIP+FoldChange
198481,"turmeric, poppy seed",VIP+FoldChange
198485,avocado,VIP+FoldChange
198486,avocado,VIP+FoldChange
198487,avocado,VIP+FoldChange
198488,avocado,VIP+FoldChange
19849,"grape_fermented, cocoa seed",VIP+FoldChange
198494,avocado,VIP+FoldChange
198511,"onion, hing powder",VIP+FoldChange
198520,"basil, cloves",VIP+FoldChange
198527,"chive stem, chive blossom",VIP+FoldChange
198530,garlic powder,VIP+FoldChange
198540,"chive stem, chive blossom",VIP+FoldChange
198553,fig,VIP+FoldChange
198557,carrot,VIP+FoldChange
198578,carrot,VIP+FoldChange
198579,carrot,VIP+FoldChange
198599,"beet, chard",VIP+FoldChange
198607,chard,VIP+FoldChange
198647,lavender,VIP+FoldChange
198672,lavender,VIP+FoldChange
198676,"cardamom, lavender",VIP+FoldChange
198688,"basil, cloves",VIP+FoldChange
198692,carrot,VIP+FoldChange
198704,legume,VIP+FoldChange
19871,"raspberry, fig",VIP+FoldChange
198711,"onion, hing powder",VIP+FoldChange
198715,"onion, hing powder, chive blossom",VIP+FoldChange
198718,grapefruit,VIP+FoldChange
198737,carrot,VIP+FoldChange
198747,cloves,VIP+FoldChange
198760,betel nut leaf,VIP+FoldChange
198765,"hing powder, chive stem, chive blossom",VIP+FoldChange
198772,grapefruit,VIP+FoldChange
198783,"onion, hing powder",VIP+FoldChange
198784,cherry,VIP+FoldChange
1988,"beet, chard",VIP+FoldChange
19884,walnut,VIP+FoldChange
198873,hing powder,VIP+FoldChange
198874,"onion, hing powder, chive blossom",VIP+FoldChange
198879,banana,VIP+FoldChange
198891,fig,VIP+FoldChange
19890,"strawberry, mango",VIP+FoldChange
198902,carrot,VIP+FoldChange
198911,tarragon,VIP+FoldChange
19893,"walnut, mango",VIP+FoldChange
198934,betel nut leaf,VIP+FoldChange
198960,dill flower,VIP+FoldChange
198961,grapefruit,VIP+FoldChange
19897,oat,VIP+FoldChange
198985,"onion, hing powder, chive blossom",VIP+FoldChange
198995,"spice, tarragon",VIP+FoldChange
198998,carrot,VIP+FoldChange
199004,"spinach, curry plant",VIP+FoldChange
199005,"spinach, mint",VIP+FoldChange
19902,grain_fermented,VIP+FoldChange
199020,chive blossom,VIP+FoldChange
199025,strawberry,VIP+FoldChange
199049,grape,VIP+FoldChange
199051,grape,VIP+FoldChange
199053,grape,VIP+FoldChange
199056,turmeric,VIP+FoldChange
199066,chard,VIP+FoldChange
199097,basil,VIP+FoldChange
199120,rosemary,VIP+FoldChange
199134,onion,VIP+FoldChange
199146,tarragon,VIP+FoldChange
199149,"garlic, chive stem, chive blossom",VIP+FoldChange
199166,ginger,VIP+FoldChange
199178,"carrot, rosemary",VIP+FoldChange
199192,grain_fermented,VIP+FoldChange
199229,"hing powder, chive stem, chive blossom",VIP+FoldChange
199244,betel nut leaf,VIP+FoldChange
199245,betel nut leaf,VIP+FoldChange
199246,spice,VIP+FoldChange
199267,onion,VIP+FoldChange
19927,pear,VIP+FoldChange
199279,chard,VIP+FoldChange
199283,carrot,VIP+FoldChange
199293,cilantro,VIP+FoldChange
199315,ginger,VIP+FoldChange
199327,"spinach, kale",VIP+FoldChange
19933,strawberry,VIP+FoldChange
199333,"spinach, kale, fennel",VIP+FoldChange
199345,carrot,VIP+FoldChange
199350,"chard, kale, thyme, dill, fennel",VIP+FoldChange
199383,"poppy seed, cloves",VIP+FoldChange
199395,carrot,VIP+FoldChange
199400,carrot,VIP+FoldChange
199408,betel nut leaf,VIP+FoldChange
199413,pine nut,VIP+FoldChange
199415,spice,VIP+FoldChange
199423,sage,VIP+FoldChange
199429,"cocoa seed, yogurt_cow",VIP+FoldChange
199431,kale,VIP+FoldChange
199459,"hing powder, chive stem, chive blossom",VIP+FoldChange
199474,brussel sprout,VIP+FoldChange
199477,tarragon,VIP+FoldChange
199478,tarragon,VIP+FoldChange
199480,tarragon,VIP+FoldChange
199481,tarragon,VIP+FoldChange
199495,spice,VIP+FoldChange
199501,spice,VIP+FoldChange
199504,"hing powder, chive blossom",VIP+FoldChange
199508,cardamom,VIP+FoldChange
199520,"grapefruit, cloves",VIP+FoldChange
199534,tarragon,VIP+FoldChange
199539,"hing powder, chive blossom",VIP+FoldChange
199554,turmeric,VIP+FoldChange
199596,"ginger, lavender, cloves",VIP+FoldChange
199597,betel nut leaf,VIP+FoldChange
199598,carrot,VIP+FoldChange
1996,chicken,VIP+FoldChange
19960,strawberry,VIP+FoldChange
19961,carrot,VIP+FoldChange
199618,"cardamom, curry plant, parsley",VIP+FoldChange
199628,chive blossom,VIP+FoldChange
199638,sumac,VIP+FoldChange
199647,"mushroom, cloves",VIP+FoldChange
199694,celery,VIP+FoldChange
199713,sage,VIP+FoldChange
199714,sage,VIP+FoldChange
199726,"grape, dill flower",VIP+FoldChange
199736,spice,VIP+FoldChange
199737,curry plant,VIP+FoldChange
199738,curry plant,VIP+FoldChange
199743,curry plant,VIP+FoldChange
199744,curry plant,VIP+FoldChange
199754,"grapefruit, pomelo",VIP+FoldChange
199756,rosemary,VIP+FoldChange
199760,"onion, chive stem, chive blossom",VIP+FoldChange
199798,"grapefruit, pomelo",VIP+FoldChange
199822,avocado,VIP+FoldChange
19984,pear,VIP+FoldChange
199840,"onion, chive blossom",VIP+FoldChange
199843,carrot,VIP+FoldChange
199851,"garlic, garlic powder",VIP+FoldChange
199870,carrot,VIP+FoldChange
199880,"grain_fermented, curry plant",VIP+FoldChange
199893,rosemary,VIP+FoldChange
199902,potato,VIP+FoldChange
199923,trout,VIP+FoldChange
199926,betel nut,VIP+FoldChange
199963,"sage, rosemary",VIP+FoldChange
199977,"grapefruit, pomelo",VIP+FoldChange
199981,sage,VIP+FoldChange
200011,"sage, rosemary",VIP+FoldChange
200013,spice,VIP+FoldChange
200052,"spice, tarragon",VIP+FoldChange
200066,sugarcane,VIP+FoldChange
200079,fig,VIP+FoldChange
200085,chard,VIP+FoldChange
200108,lavender,VIP+FoldChange
200125,"hing powder, chive stem, chive blossom",VIP+FoldChange
200135,"sage, rosemary",VIP+FoldChange
200152,"garlic, garlic powder",VIP+FoldChange
200156,cloves,VIP+FoldChange
200163,bay leaf,VIP+FoldChange
200166,turmeric,VIP+FoldChange
200172,onion,VIP+FoldChange
200198,"cardamom, lavender",VIP+FoldChange
200207,lavender,VIP+FoldChange
200228,spice,VIP+FoldChange
200229,spice,VIP+FoldChange
200230,potato leaf,VIP+FoldChange
200256,spice,VIP+FoldChange
200262,"sage, rosemary",VIP+FoldChange
200265,"garlic, garlic powder",VIP+FoldChange
200279,corn,VIP+FoldChange
200284,apricot,VIP+FoldChange
2003,butter,VIP+FoldChange
200303,curry plant,VIP+FoldChange
200304,curry plant,VIP+FoldChange
200308,"lime, pomelo",VIP+FoldChange
200321,"basil, spinach",VIP+FoldChange
200326,"hing powder, chive blossom",VIP+FoldChange
200347,sage,VIP+FoldChange
200351,spice,VIP+FoldChange
200353,avocado,VIP+FoldChange
200376,spice,VIP+FoldChange
200391,"cilantro, brussel sprout, kohlrabi, dill, potato leaf",VIP+FoldChange
200393,"cardamom, brussel sprout",VIP+FoldChange
200426,pomelo,VIP+FoldChange
20043,hing powder,VIP+FoldChange
200435,"chive stem, chive blossom",VIP+FoldChange
200446,spice,VIP+FoldChange
200462,pomelo,VIP+FoldChange
200474,spice,VIP+FoldChange
200486,"garlic, garlic powder",VIP+FoldChange
200491,garlic,VIP+FoldChange
200495,tarragon,VIP+FoldChange
200496,tarragon,VIP+FoldChange
200500,"hing powder, chive stem, chive blossom",VIP+FoldChange
200502,grapefruit,VIP+FoldChange
200523,"brussel sprout, chia",VIP+FoldChange
200533,curry plant,VIP+FoldChange
200549,"basil, cloves",VIP+FoldChange
200557,pomelo,VIP+FoldChange
200567,spice,VIP+FoldChange
200568,watercress,VIP+FoldChange
200601,poppy seed,VIP+FoldChange
200609,pomelo,VIP+FoldChange
200622,oat,VIP+FoldChange
200631,"chard, fennel",VIP+FoldChange
200673,dill flower,VIP+FoldChange
200703,sage,VIP+FoldChange
200710,"grapefruit, pomelo",VIP+FoldChange
200749,grapefruit,VIP+FoldChange
200767,mint,VIP+FoldChange
200768,tarragon,VIP+FoldChange
200776,"onion, chive blossom",VIP+FoldChange
200791,"grapefruit, pomelo",VIP+FoldChange
200820,celery,VIP+FoldChange
200828,dill flower,VIP+FoldChange
200832,"sage, rosemary",VIP+FoldChange
200837,"hing powder, chive stem, chive blossom",VIP+FoldChange
200891,spice,VIP+FoldChange
200910,curry plant,VIP+FoldChange
200921,"rosemary, turmeric",VIP+FoldChange
200983,grape,VIP+FoldChange
200985,grape,VIP+FoldChange
201026,spice,VIP+FoldChange
201078,rosemary,VIP+FoldChange
201091,spice,VIP+FoldChange
201102,banana,VIP+FoldChange
201120,spice,VIP+FoldChange
201139,ginger,VIP+FoldChange
201144,ginger,VIP+FoldChange
201173,spice,VIP+FoldChange
201174,"spice, fennel",VIP+FoldChange
201219,carrot,VIP+FoldChange
201226,brussel sprout,VIP+FoldChange
201228,"pine nut, canola",VIP+FoldChange
201259,spice,VIP+FoldChange
201261,spice,VIP+FoldChange
201292,"sage, rosemary",VIP+FoldChange
201301,rosemary,VIP+FoldChange
201328,tomato,VIP+FoldChange
201330,mandarin,VIP+FoldChange
201339,spice,VIP+FoldChange
201362,trout,VIP+FoldChange
201372,rosemary,VIP+FoldChange
201376,trout,VIP+FoldChange
201379,"rosemary, spice",VIP+FoldChange
201385,grapefruit,VIP+FoldChange
20139,ground cherry,VIP+FoldChange
201394,kohlrabi,VIP+FoldChange
201429,lime,VIP+FoldChange
201434,"lavender, parsley",VIP+FoldChange
20144,guava,VIP+FoldChange
201513,ginger,VIP+FoldChange
201542,"hing powder, chive stem, chive blossom",VIP+FoldChange
201553,grapefruit,VIP+FoldChange
201556,mint,VIP+FoldChange
201590,tomato,VIP+FoldChange
201606,grapefruit,VIP+FoldChange
201608,"spice, curry plant",VIP+FoldChange
201634,"strawberry, chia",VIP+FoldChange
201643,curry plant,VIP+FoldChange
201651,curry plant,VIP+FoldChange
201658,spinach,VIP+FoldChange
201716,"chard, brussel sprout",VIP+FoldChange
201728,trout,VIP+FoldChange
201744,"apricot, potato",VIP+FoldChange
201775,"grape, parsley",VIP+FoldChange
201788,banana,VIP+FoldChange
201789,"strawberry, chia",VIP+FoldChange
201797,"apricot, canola",VIP+FoldChange
201798,canola,VIP+FoldChange
201805,"strawberry, banana, chia",VIP+FoldChange
201819,ginger,VIP+FoldChange
201837,grapefruit,VIP+FoldChange
201840,grapefruit,VIP+FoldChange
201841,tomato,VIP+FoldChange
201847,"sage, rosemary",VIP+FoldChange
201889,"strawberry, chia",VIP+FoldChange
201900,"spinach, curry plant, parsley, lemon balm",VIP+FoldChange
201910,tarragon,VIP+FoldChange
201913,tarragon,VIP+FoldChange
201914,tarragon,VIP+FoldChange
201915,tarragon,VIP+FoldChange
201917,"spice, tarragon",VIP+FoldChange
201960,"chard, thyme, fennel",VIP+FoldChange
201971,tomato,VIP+FoldChange
201978,"cardamom, dill",VIP+FoldChange
202015,tarragon,VIP+FoldChange
202016,basil,VIP+FoldChange
202025,chive blossom,VIP+FoldChange
202033,chard,VIP+FoldChange
202035,spice,VIP+FoldChange
202053,trout,VIP+FoldChange
202054,"cherry, cloves",VIP+FoldChange
202088,"chive stem, chive blossom",VIP+FoldChange
202117,"apricot, canola",VIP+FoldChange
202118,"canola, milk_goat",VIP+FoldChange
20212,carrot,VIP+FoldChange
202126,cherry,VIP+FoldChange
20214,"bay leaf, dill",VIP+FoldChange
202157,pine nut,VIP+FoldChange
20217,dill flower,VIP+FoldChange
202177,"onion, chive blossom",VIP+FoldChange
202179,rosemary,VIP+FoldChange
202181,rosemary,VIP+FoldChange
20222,"pine nut, dill flower",VIP+FoldChange
202231,lime,VIP+FoldChange
202239,apple,VIP+FoldChange
202240,basil,VIP+FoldChange
202252,potato,VIP+FoldChange
202253,fennel,VIP+FoldChange
20228,melon,VIP+FoldChange
202296,ginger,VIP+FoldChange
202303,cloves,VIP+FoldChange
202324,curry plant,VIP+FoldChange
202325,curry plant,VIP+FoldChange
202330,trout,VIP+FoldChange
202331,poppy seed,VIP+FoldChange
202350,"onion, hing powder, chive stem, chive blossom",VIP+FoldChange
202374,strawberry,VIP+FoldChange
202380,"sage, rosemary, curry plant",VIP+FoldChange
202385,"cilantro, spinach, kohlrabi, kale, fennel",VIP+FoldChange
202387,"canola, milk_goat",VIP+FoldChange
202392,"kohlrabi, kale, fennel",VIP+FoldChange
202451,mint,VIP+FoldChange
202455,carrot,VIP+FoldChange
202469,hing powder,VIP+FoldChange
202472,trout,VIP+FoldChange
202474,tarragon,VIP+FoldChange
202478,"turmeric, tarragon",VIP+FoldChange
202479,tarragon,VIP+FoldChange
20248,broccoli,VIP+FoldChange
202492,carrot,VIP+FoldChange
